PMID,Original_Title,Generated_Title
34811963,Airway microbiome dynamics and relationship to ventilator-associated infection in intubated pediatric patients., and its association with gene
35445733,Ribosome assembly factor PNO1 is associated with progression and promotes tumorigenesis in triple‑negative breast cancer., and its association with protein
34442736,Comparative Genomic Analyses of Flavobacterium psychrophilum Isolates Reveals New Putative Genetic Determinants of Virulence Traits., and its association with protein
34988649,"Effect of prior radiation on stage, differentiation, and survival in bladder cancer.",PURPOSE: Clinically significant differences in radiation-related bladder tumors are not
35115629,Cardiac dyspnea risk zones in the South of France identified by geo-pollution trends study.,The incidence of cardiac dyspnea (CD) and the distribution of
34004422,Early changes in neural circuit function engaged by negative emotion and modified by behavioural intervention are associated with depression and problem-solving outcomes: A report from the ENGAGE randomized controlled trial.,BACKGROUND: Depression exerts a staggering toll that is worsened with
34558059,Antimicrobial protein REG3A and signaling networks are predictive of stroke outcomes., and its association with protein
34583137,Impedance-based measures of muscle mass can be used to predict severity of hepatic steatosis in pediatric nonalcoholic fatty liver disease.,Association between measures of body composition based on
33919455,Gait Speed as a Predictor for Diabetes Incidence in People with or at Risk of Knee Osteoarthritis: A Longitudinal Analysis from the Osteoarthritis Initiative.,Association between baseline gait speed with incident diabetes
35405344,"Transactional sex, HIV and health among young cisgender men and transgender women who have sex with men in Thailand.",Recent sex work is identified and the hiv
33692832,"Genetic Parameters and Genome-Wide Association Studies of Quality Traits Characterised Using Imaging Technologies in Rainbow Trout, Oncorhynchus mykiss.", and its association with trait
34828902,"Correlation of Mercury Occurrence with Age, Elemental Composition, and Life History in Sea-Run Food Fish from the Canadian Arctic Archipelago's Lower Northwest Passage.",Their subsistence catches
34367556,"Balancing selection, genetic drift, and human-mediated introgression interplay to shape MHC (functional) diversity in Mediterranean brown trout.", and its association with allele
34101788,Platform Trials to Expedite Drug Development in Alzheimer's Disease: A Report from the EU/US CTAD Task Force.,A diverse range of platforms has been established to increase
35289663,Abdominal CT and MRI Findings of Portal Hypertension in Children and Adults with  Fontan Circulation.,Background Portal hypertension in the Fontan circulation is a function
33402707,Outcomes of infants with hypoxic ischemic encephalopathy and persistent pulmonary hypertension of the newborn: results from three NICHD studies.,Association of persistent pulmonary hypertension of the newborn
33302601,Identification of Arctic Food Fish Species for Anthropogenic Contaminant Testing  Using Geography and Genetics., and its association with genomic
33199247,Three-Year Outcomes With a Contemporary Self-Expanding Transcatheter Valve From the Evolut PRO US Clinical Study.,BACKGROUND: Paravalvular regurgitation (PVR) following transcatheter aortic valve replacement (TAVR)
33946270,Interactions between Rainbow Trout Eyed Eggs and Flavobacterium spp. Using a Bath Challenge Model: Preliminary Evaluation of Bacteriophages as Pathogen Control Agents.,The microbial community surrounding fish eyed eggs can harbor pathogenic
34087760,Transcriptomic analysis reveals a Piscirickettsia salmonis-induced early inflammatory response in rainbow trout skeletal muscle.,Skeletal muscle is the most abundant tissue in teleosts and
34246716,Why is elevation of serum cholesterol associated with exposure to perfluoroalkyl  substances (PFAS) in humans? A workshop report on potential mechanisms.,Assessment of  in animal
34438856,RNA-Seq-Based Analysis of Cortisol-Induced Differential Gene Expression Associated with Piscirickettsia salmonis Infection in Rainbow Trout (Oncorhynchus mykiss) Myotubes., and its association with gene
34607936,Explanatory Diagnoses Following Hospitalization for a Brief Resolved Unexplained  Event.,BACKGROUND AND OBJECTIVES: Most young infants presenting to the emergency
33623926,Resources and Costs Associated With Repeated Admissions to PICUs.,Costs and hospital resource use from all picu
34739432,The Impact of Unplanned Return to the Operating Room on Health-related Quality of Life at the End of Growth-friendly Surgical Treatment for Early-onset Scoliosis.,"BACKGROUND: Limiting complications, especially unplanned return to the operating room"
34321259,Subcutaneous fat necrosis in an infant with hypoxic ischaemic encephalopathy stage 3: an uncommon association.,Subcutaneous fat necrosis (SCFN) is inflammation and necrosis of adipose
34500482,Complicated Intubations are Associated with Bronchopulmonary Dysplasia in Very Low Birth Weight Infants.,Association between desaturation <60% (severe desaturation) during intubation
35132433,Association of Maternal Tdap Recommendations With Pertussis Hospitalizations of Young Infants.,BACKGROUND: It is well established that young infants have the
34089869,Functional identification of ergothioneine transporter in rainbow trout (Oncorhynchus mykiss)., and its association with gene
34123562,Dermoscopic Predictors of Tumor Thickness in Cutaneous Melanoma: A Retrospective  Analysis of 245 Melanomas.,INTRODUCTION: The literature regarding the association of dermoscopic structures with
33516179,Genomic predictions for fillet yield and firmness in rainbow trout using reduced-density SNP panels., and its association with genetic
35339929,"Cumulative risk, infant sleep, and infant social-emotional development.","The effect of cumulative biological, psychosocial, and demographic risk and"
35447632,School Closures in the United States and Severe Respiratory Illnesses in Children: A Normalized Nationwide Sample.,Association between nationwide school closures and prevalence of
35211792,Association of early hyponatremia and the development of acute kidney injury in critically ill children.,"BACKGROUND: Hyponatremia is an independent prognostic factor for mortality; however,"
34568922,A candidate chromosome inversion in Arctic charr (Salvelinus alpinus) identified  by population genetic analysis techniques., and its association with variant
35429847,Micronutrients in tinnitus: A National Health and Nutrition Examination Survey analysis.,PURPOSE: Micronutrients and their supplementation have been investigated in the
34168167,Genome-scale comparative analysis for host resistance against sea lice between Atlantic salmon and rainbow trout., and its association with protein
33432095,Metabarcoding profiling of microbial diversity associated with trout fish farming.,Earthy and musty off-flavors are routinely observed in farmed trout
35119438,"2022 Society of Critical Care Medicine Clinical Practice Guidelines on Prevention and Management of Pain, Agitation, Neuromuscular Blockade, and Delirium in Critically Ill Pediatric Patients With Consideration of the ICU Environment and Early Mobility.",RATIONALE: A guideline that both evaluates current practice and provides
35307535,Association between hamstring coactivation during isokinetic quadriceps strength  testing and knee cartilage worsening over 24 months.,"OBJECTIVE: This study aimed to determine longitudinal associations, including sex-specific"
35090002,Gut dysfunction markers are associated with body composition in youth living with perinatally acquired HIV., and its association with protein
33980605,Associations of Microvascular Complications With the Risk of Cardiovascular Disease in Type 1 Diabetes.,The presence of microvascular complications was associated with
35368705,Whole-Genome Resequencing to Evaluate Life History Variation in Anadromous Migration of Oncorhynchus mykiss., and its association with chromosome
33649353,A pilot study of cystic fibrosis exacerbation response phenotypes reveals contrasting serum and sputum iron trends.,The cystic fibrosis (CF) community seeks to explain heterogeneous outcomes
34183363,Accuracy of Diagnostic Codes for Identifying Brief Resolved Unexplained Events.,Patients with a brief resolved unexplained event (brue)
34156159,Tracheostomy and long-term mechanical ventilation in children after veno-venous extracorporeal membrane oxygenation.,Incidence of tracheostomy placement and of new requirement
34585212,Aducanumab: Appropriate Use Recommendations.,Aducanumab has been approved by the US Food and Drug
34794597,ACR Appropriateness Criteria® Parathyroid Adenoma.,Hyperparathyroidism is defined as excessive parathyroid hormone production.
33880928,Hepatic Steatosis in Patients With Single Ventricle and a Fontan Circulation.,"Background Hepatic steatosis, caused by nonalcoholic fatty liver disease, is"
35075436,Bell's palsy following COVID-19 vaccine administration in HIV+ patient.,PURPOSE: COVID-19 immunizations are novel and there is widespread public
34638176,Molecular insights into the role of genetic determinants of congenital hypothyroidism., and its association with variant
33756184,Involvement of different hemoprotein thiol groups of Oncorhynchus mykiss in cadmium toxicity., and its association with protein
34596360,Severity of respiratory disease is correlated with time of first oral feeding and need for a gastrostomy tube at discharge in premature infants born at <30 weeks of gestation.,BACKGROUND: Premature infants who cannot achieve full oral feeds may
34228768,Prevalence of excessive screen time and its association with developmental delay  in children aged <5 years: A population-based cross-sectional study in India.,The global growth of electronic media usage among children has
33795482,Metric Development for the Multicenter Improving Pediatric Sepsis Outcomes (IPSO) Collaborative.,"BACKGROUND: A 56 US hospital collaborative, Improving Pediatric Sepsis Outcomes,"
35269601,Systematic Comparison of Beetle Luciferase-Luciferin Pairs as Sources of Near-Infrared Light for In Vitro and In Vivo Applications., and its association with variant
33187500,Feature-driven classification reveals potential comorbid subtypes within childhood apraxia of speech.,BACKGROUND: Childhood apraxia of speech (CAS) is a neurodevelopmental disorder
33768382,"Bisexual Men Living with HIV: Wellbeing, Connectedness and the Impact of Stigma.",Social research with people living with HIV (PLHIV) rarely distinguishes
34375787,Synthesis and biological evaluation of novel coumarin derivatives in rhabdoviral  clearance., and its association with gene
34261866,Siamit: A Novel Academic-Tribal Health Partnership in Northwest Alaska.,PROBLEM: American Indians and Alaska Natives hold a state-conferred right
33778734,mTOR Inhibitor Therapy for Tuberous Sclerosis Complex: Longitudinal Study of Muscle Mass Determined by Abdominal Cross-sectional Imaging with CT and MRI.,Effect of chronic mammalian target of rapamycin (mtor)
34295335,GAS1: A New β-Glucan Immunostimulant Candidate to Increase Rainbow Trout (Oncorhynchus mykiss) Resistance to Bacterial Infections With Aeromonas salmonicida achromogenes.,β-glucans are prebiotic and/or food additives used by the aquaculture
34315907,Association between genes regulating neural pathways for quantitative traits of speech and language disorders., and its association with genetic
34698704,Infant Mental Health Home Visiting Mitigates Impact of Maternal Adverse Childhood Experiences on Toddler Language Competence: A Randomized Controlled Trial.,OBJECTIVE: The goal of this study was to test the
35153286,Use of Vancomycin Powder in Spinal Deformity Surgery in Cerebral Palsy Patients is Associated With Proteus Surgical Site Infections.,PURPOSE: Surgical site infection (SSI) rates in pediatric spinal deformity
33746060,In vitro evaluation of novel (nanoparticle) oral delivery systems allow selection of gut immunomodulatory formulations.,Oral delivery is the most convenient way to vaccinate cultured
35202890,Time Course of Retinopathy of Prematurity Regression and Reactivation After Treatment with Ranibizumab or Laser in the RAINBOW Trial.,Time course of retinopathy of prematurity (rop) regression
35353778,The Arched Rainbow Brow in Thyroid Eye Disease.,PURPOSE: To morphologically describe and mathematically quantify a novel clinical
33527498,Heterogeneous genetic basis of age at maturity in salmonid fishes., and its association with trait
34970513,Results From the WAGR Syndrome Patient Registry: Characterization of WAGR Spectrum and Recommendations for Care Management., and its association with phenotype
33650472,Disrupted caregiving behavior as a mediator of the relation between disrupted prenatal maternal representations and toddler social-emotional functioning.,Maternal representations of the child during pregnancy guides
34469395,Operative Treatment of Cervical Spine Injuries Sustained in Youth Sports.,BACKGROUND: Little data exists on surgical outcomes of sports-related cervical
35110590,Behavioural traits of rainbow trout and brown trout may help explain their differing invasion success and impacts., and its association with genetic
34808671,Pediatric Resident Perspectives on the Impact of COVID-19 on Training.,"OBJECTIVES: At the onset of the coronavirus disease 2019 pandemic,"
33609959,Disability measurement in Multiple Sclerosis patients 55 years and older: What is the Expanded Disability Status Scale really telling clinicians?,BACKGROUND: The Expanded Disability Status Scale (EDSS) measures disease progression
34625830,Skeletal muscle mass as a marker to predict outcomes in children and young adults with cancer., and its association with marker
33204599,Fabry disease in India: A multicenter study of the clinical and mutation spectrum in 54 patients., and its association with genotype
34354031,Use of Vancomycin Powder in the Surgical Treatment of Early Onset Scoliosis Is Associated With Different Microbiology Cultures After Surgical Site Infection.,BACKGROUND: The use of vancomycin powder has been shown to
33106153,Differences among families in craniofacial shape at early life-stages of Arctic charr (Salvelinus alpinus)., and its association with gene
34448042,Relation of Magnetic Resonance Elastography to Fontan Circulatory Failure in a Cohort of Pediatric and Adult Patients.,Elevated magnetic resonance elastography (MRE)-derived liver stiffness may be associated
35433825,"Application of Virtual Reality, Augmented Reality, and Mixed Reality in Endourology and Urolithiasis: An Update by YAU Endourology and Urolithiasis Working Group.","The integration of virtual reality (VR), augmented reality (AR), and"
34303261,Differential gene expression associated with behavioral variation in ecotypes of  Lake Superior brook trout (Salvelinus fontinalis)., and its association with allele
34267153,Getting Them Back in the Game: When Can Athletes With Adolescent Idiopathic Scoliosis Safely Return to Sports? A Mixed-effects Study of the Pediatric Orthopaedic Association of North America.,BACKGROUND: Despite the relative frequency of posterior spinal fusion (PSF)
34339816,Detection of selection signatures in the genome of a farmed population of anadromous rainbow trout (Oncorhynchus mykiss)., and its association with genetic
34768047,Maternal secure base scripts predict child attachment security in an at-risk sample.,"Accumulating evidence indicates that individuals possess attachment, or secure base,"
34168059,Risk Factors and Outcomes After a Brief Resolved Unexplained Event: A Multicenter Study.,BACKGROUND: The accuracy of the risk criteria for brief resolved
33490854,A Novel Homozygous Missense Mutation in the YARS Gene: Expanding the Phenotype of YARS Multisystem Disease., and its association with variant
33878042,Lipidome association with vascular disease and inflammation in HIV+ Ugandan children., and its association with marker
34215158,The association between breast cancer capacity and resources with incidence and mortality in Arizona's low populous counties.,"INTRODUCTION: While cancer deaths have decreased nationally, declines have been"
33274542,"Tumor Response and Symptom Palliation from RAINBOW, a Phase III Trial of Ramucirumab Plus Paclitaxel in Previously Treated Advanced Gastric Cancer.","BACKGROUND: In the intent-to-treat (ITT) population of the RAINBOW study,"
33294026,Steelhead (Oncorhynchus mykiss) lineages and sexes show variable patterns of association of adult migration timing and age-at-maturity traits with two genomic regions., and its association with chromosome
34305907,Dual-Organ Transcriptomic Analysis of Rainbow Trout Infected With Ichthyophthirius multifiliis Through Co-Expression and Machine Learning., and its association with protein
34211256,Poor Sleep Hygiene is Associated with Decreased Discrimination and Inattention on Continuous Performance Task in Doctor of Physical Therapy Students: A Cross-sectional Study.,"INTRODUCTION: Reduced sleep quality impairs learning, memory formation, attention, and"
34398926,Uptake of oral fluid-based HIV self-testing among men who have sex with men and transgender women in Thailand.,BACKGROUND: Suboptimal uptake of HIV testing remains a primary bottleneck
33471302,Scoliosis with Chiari I malformation without associated syringomyelia.,PURPOSE: Many patients with presumed idiopathic scoliosis are found to
35432278,Association of Gut Microbiota With Metabolism in Rainbow Trout Under Acute Heat Stress., and its association with gene
35087734,Clostridioides difficile Infection Is Associated with Adverse Outcomes among Hospitalized Pediatric Patients with Acute Pancreatitis.,PURPOSE: Studies in adults have shown an increasing incidence of
34273913,Functional characterization of novel variants in SMPD1 in Indian patients with acid sphingomyelinase deficiency., and its association with variant
33811050,Cross-sectional study evaluating the association between integrated care and health-related quality of life (HRQOL) in Dutch primary care.,Association between integrated care and health-related quality of
35268179,"High Polymorphism in the Dmrt2a Gene Is Incompletely Sex-Linked in Spotted Scat,  Scatophagus argus.", and its association with chromosome
32539165,Moving Beyond p < 0.05 in Ecotoxicology: A Guide for Practitioners.,Statistical inferences play a critical role in ecotoxicology.
33791570,Multiple Degrees of Freedom in the Fish Skull and Their Relation to Hydraulic Transport of Prey in Channel Catfish.,Fish perform many complex manipulation behaviors without hands or flexible
34650438,Genistein Inhibits the Pathogenesis of Aeromonas hydrophila by Disrupting Quorum  Sensing Mediated Biofilm Formation and Aerolysin Production., and its association with gene
32771347,The coordinated outcome of STIM1-Orai1 and superoxide signalling is crucial for headkidney macrophage apoptosis and clearance of Mycobacterium fortuitum., and its association with protein
34636005,Hepatic nodular alterations in wild fish from a hyper-eutrophic freshwater system with cyanobacterial blooms: a species and seasonal comparison.,This paper reports on the seasonal and species comparison of
33537518,Genetic Variability Comparison of Wild and Cultured Far Eastern Catfish (Silurus  asotus) of Korea using Microsatellite Marker., and its association with genetic
33285164,"Immunogenicity study of OmpU subunit vaccine against Vibrio mimicus in yellow catfish, Pelteobagrus fulvidraco.", and its association with protein
33552125,Comparative Transcriptome Analysis During the Seven Developmental Stages of Channel Catfish (Ictalurus punctatus) and Tra Catfish (Pangasianodon hypophthalmus) Provides Novel Insights for Terrestrial Adaptation., and its association with gene
35291838,"Identification of sex chromosome and sex-determining gene of southern catfish (Silurus meridionalis) based on XX, XY and YY genome sequencing.", and its association with chromosome
33680422,"Management Practices, Farmers' Knowledge of Diseased Fish, and Their Occurrence in Fish Farms in Nyeri County, Kenya.","In this study, fish farmers' management practices, occurrence, and knowledge"
33366454,"The first complete mitochondrial genome sequence of the korean endemic catfish Silurus microdorsalis (Actinopteri, Siluriformes, Siluridae).", and its association with protein
33275944,Phylogenetic reconstruction of early diverging tapeworms (Cestoda: Caryophyllidea) reveals ancient radiations in vertebrate hosts and biogeographic  regions., and its association with gene
33829356,"Cloning, characterization, and transcriptional activity of β-actin promoter of African catfish (Clarias gariepinus).",Study of  in chicken
35166964,Allelically and Differentially Expressed Genes After Infection of Edwardsiella ictaluri in Channel Catfish as Determined by Bulk Segregant RNA-Seq., and its association with genetic
32649095,Treatment of an Abscess of the Leg in a Febrile Child After Incidental Trauma from the Barb of a Freshwater Fish: A Case Report.,CASE: A 9-year-old boy suffered incidental trauma to the anterolateral
34607243,"Effects of moderate exercise on hepatic amino acid and fatty acid composition, liver transcriptome, and intestinal microbiota in channel catfish (Ictalurus punctatus).", and its association with gene
33028208,A high-density SNP-based genetic map and several economic traits-related loci in  Pelteobagrus vachelli., and its association with allele
33474020,"The complete mitochondrial genome sequence of Liobagrus mediadiposalis (Teleostei, Siluriformes, Amblycipitidae).", and its association with protein
35049086,"Diversity, host specificity and biogeography in the Cladocorynidae (Hydrozoa, Capitata), with description of a new genus.", and its association with genetic
34802624,Potential Impacts of Body Image Perception in Female Equestrians.,Female body image (BI) has been investigated in many sports
34894442,In vitro motions of the medial and lateral proximal sesamoid bones under mid-stance load conditions are consistent with racehorse fracture configurations.,Proximal sesamoid bone (PSB) fractures in racehorses are likely fatigue
35257378,Professional stereotypes among specialties and fields of work within the veterinary community.,Method of  in animal
34578268,Prevalence of Nasal Shedding of Equid Gammaherpesviruses in Healthy Swiss Horses.,Equid Gamma herpesvirus (eGHV) infections have been reported worldwide and
35136578,"Risk factors, hematological and biochemical profile associated with colic in Delman horses in Gresik, Indonesia.",Background: Horses are herd animals that have been domesticated in
34945242,"The Association between Bisphenol A, Steroid Hormones, and Selected MicroRNAs Levels in Seminal Plasma of Men with Infertility.","Bisphenol A (BPA), the most common endocrine-disrupting chemical, has been"
34944194,"Association of Equine Herpesvirus 5 with Mild Respiratory Disease in a Survey of  EHV1, -2, -4 and -5 in 407 Australian Horses.",Equine herpesviruses (EHVs) are common respiratory pathogens in horses; whilst
35264835,"Relationship between Osteoporosis, Multiple Fractures, and Egg Intake in Healthy  Elderly.",Association between consumption of specific food and whole-body
35011793,The Prevalence of Atopy in Biologically Treated Spondyloarthropathies: A Retrospective Study of 200 Patients.,(1) Background: Recent data shed light on the association between
35023992,Arthroscopic guided repair of a slab fracture of the fourth carpal bone in an 8-month-old thoroughbred horse.,An 8-month-old thoroughbred colt presented with sudden onset right forelimb
35146012,The Gingiva of Horses With Pituitary Pars Intermedia Dysfunction: A Macroscopic Anatomical Evaluation.,Pituitary pars intermedia dysfunction (PPID) is a common neurodegenerative disease
34679946,Genomic Regions Associated with the Position and Number of Hair Whorls in Horses., and its association with chromosome
34889527,Moderate-intensity training in hypoxia improves exercise performance and glycolytic capacity of skeletal muscle in horses., and its association with protein
35197083,Concordance between the schedule for the evaluation of individual quality of life-direct weighting (SEIQoL-DW) and the EuroQoL-5D (EQ-5D) measures of quality  of life outcomes in adults with X-linked hypophosphatemia.,BACKGROUND: Accurate measurement of any constructs in clinical studies is
35456409,Genome-Wide Detection of Copy Number Variants in Chinese Indigenous Horse Breeds  and Verification of CNV-Overlapped Genes Related to Heat Adaptation of the Jinjiang Horse., and its association with chromosome
35252415,Fine-Scale Analysis of Runs of Homozygosity Islands Affecting Fertility in Mares.,Approach of  in livestock
34839288,Low Concentration of Fecal Valeric Acid at 1 Year of Age Is Linked with Eczema and Food Allergy at 13 Years of Age: Findings from a Swedish Birth Cohort.,BACKGROUND: Short-chain fatty acids (SCFAs) are abundant bacterial metabolites in
35229298,Incidence of carpal fractures and risk factors for recurrent fractures after arthroscopic removal of carpal chip fracture fragments in Thoroughbred racehorses.,Recent incidence of carpal fractures and the risk
35335029,Equids' Core Vaccines Guidelines in North America: Considerations and Prospective.,Vaccination against infectious diseases is a cornerstone of veterinary medicine
35409830,Reliability of a Qualitative Instrument to Assess High-Risk Mechanisms during a 90° Change of Direction in Female Football Players.,Sidestep cuts between 60° and 180° and one-leg landings have
34973367,Outside the Classroom: An Evaluation of Equine Internships.,Equine internships provide real experiences for students but are lightly
34549280,Ethnic differences in risk of severe Covid-19: To what extent are they driven by  exposure?,BACKGROUND: This study quantifies the risk of Covid-19 among ethnic
35164972,World association for the advancement of veterinary parasitology (WAAVP): Third edition of guideline for evaluating the efficacy of equine anthelmintics.,Efficacy of anthelmintic drugs against internal parasites of
35023990,Design and storage stability of reference materials for microfluidic quantitative PCR-based equine gene doping tests., and its association with genetic
34732605,High prevalence of Mycoplasma equirhinis in Thoroughbred horses with respiratory  symptoms in autumn 2018.,Mycoplasma species are often isolated from horses with respiratory symptoms;
35379180,The gut bacterial microbiome of Nile tilapia (Oreochromis niloticus) from lakes across an altitudinal gradient.,BACKGROUND: Microorganisms inhabiting the gut play a significant role in
34949471,Fractional Flow Reserve in End-Stage Liver Disease.,Functional significance of epicardial stenoses assuming negligible venous
35012724,Evaluation of risk factors affecting strongylid egg shedding on Hungarian horse farms.,"In Hungary, equine parasite control is mostly based on traditional"
35158551,Part II of Finnish Agility Dog Survey: Agility-Related Injuries and Risk Factors  for Injury in Competition-Level Agility Dogs.,"Dog agility is associated with a risk for sport-related injuries,"
34557248,"Prevalence, Intensity and Risks Involved in Helminth Infections in Domestic Mountain Pony and Balkan Donkey in Nature Park Stara Planina, Serbia.","Prevalence, intensity and risk factors (age and gender)"
34691328,Change in Invasively Measured Mean Pulmonary Artery Pressure After Transcatheter  Mitral Valve Repair Is Associated With Heart Failure Readmission.,BACKGROUND: Pre-existing pulmonary hypertension is associated with poor outcomes after
35333753,Good prognosis for survival to hospital discharge in a group of horses with uterine prolapse treated at a veterinary medical teaching hospital.,"OBJECTIVE: To describe uterine prolapse, predispositions, and outcomes in mares"
34642100,"Demographic, preoperative and anaesthesia-related risk factors for unsatisfactory recovery quality in horses undergoing emergency abdominal surgery.","OBJECTIVE: To determine demographic, preoperative and anaesthesia-related variables that may"
35290946,Reliability of steatocrit as an indicator of intestinal health in young birds - Relationships with morphology and growth rate of canary Serinus canaria nestlings.,"Intestinal health and capacity to efficiently absorb nutrients from diet,"
35049835,Part I of Finnish Agility Dog Survey: Training and Management of Competition-Level Agility Dogs.,"Knowledge regarding training, competition, and management routines of agility dogs"
35013475,Training associated alterations in equine respiratory immunity using a multiomics comparative approach., and its association with protein
35023989,Effect of prostaglandin F2α administration on uterine polymorphonuclear neutrophil counts in Japanese heavy draft horses.,Effect of prostaglandin f2α (dinoprost) and oxytocin administration
35218903,A Genome-Wide Scan for Signatures of Selection in Kurdish Horse Breed., and its association with genetic
34645387,Genome-wide scans for signatures of selection in Mangalarga Marchador horses using high-throughput SNP genotyping., and its association with genomic
34840454,Fertility restoration of racing mare with persistent corpus luteum.,BACKGROUND AND AIM: Persistent corpus luteum (PCL) causes anestrus in
34944240,Association between Cardiac Auscultation and Echocardiographic Findings in Warmblood Horses.,Heart murmurs are detected frequently when auscultating horses and certain
35304026,Improving pathways to eliminate underrepresentation in the pediatric surgery workforce: A call to action.,"Despite progress, diversity and minority representation within the pediatric surgery"
34991633,New approach for genomic characterisation of equine sarcoid-derived BPV-1/-2 using nanopore-based sequencing., and its association with genetic
35327102,Mitochondrial DNA Variation Contributes to the Aptitude for Dressage and Show Jumping Ability in the Holstein Horse Breed., and its association with genetic
34954292,"Influences of the Seasons of the Year and Physiographic Regions on the Levels of  Calcium, Copper and Zinc in the Hoof Capsule of Foals Pre- and Postweaning Raised in Native Pasture.","Levels of calcium (ca), copper (cu) and zinc"
34666339,Non-KREEP origin for Chang'e-5 basalts in the Procellarum KREEP Terrane.,Mare volcanics on the Moon are the key record of
35215208,Tumor Cell Plasticity in Equine Papillomavirus-Positive Versus-Negative Squamous  Cell Carcinoma of the Head and Neck., and its association with phenotype
34640904,Cardiac Diagnostic Feature and Demographic Identification (CDF-DI): An IoT Enabled Healthcare Framework Using Machine Learning.,The incidence of cardiovascular diseases and cardiovascular burden (the number
35203232,"A Descriptive Study of the Clinical Presentation, Management, and Outcome of Horses with Acute Soft Tissue Trauma of the Tarsus and the Association with Synovial Involvement.",The tarsus is one of the most common areas of
35209904,Prevalence and WGS-based characteristics of Staphylococcus aureus in the nasal mucosa and pastern of horses with equine pastern dermatitis., and its association with chromosome
35240017,Genome-wide association study for frozen-thawed sperm motility in stallions across various horse breeds., and its association with genomic
34660140,Massive Lumbar Disc Herniation Causing Cauda Equina Syndrome That Presents As Bladder and Bowel Dysfunction in the Absence of Lower Extremity Weakness.,Features of cauda equina syndrome (ces) presenting as
34488849,Bactericidal activity of avian complement: a contribution to understand avian-host tropism of Lyme borreliae., and its association with phenotype
35336394,Incremental Ant-Miner Classifier for Online Big Data Analytics.,Internet of Things (IoT) environments produce large amounts of data
35066423,Buffering capacity is determinant for restoring early α-synuclein aggregation., and its association with protein
35066184,Implantable defibrillator-detected heart failure status predicts atrial fibrillation occurrence.,"BACKGROUND: In heart failure (HF) patients, atrial fibrillation (AF) is"
34607679,"Bile Acids, Direct Bilirubin and Gamma-glutamyltransferase as Prognostic Indicators for Horses with Liver Disease in the Eastern United States: 82 Cases (1997-2019).",Serum biochemistry results and presence of fibrosis on liver biopsies
34607691,The Combination of hCG and GnRH Analog to Hasten Ovulation in Mares Does not Change Luteal Function and Pregnancy Outcome in Embryo Recipient Mares.,Equine practitioners often prescribe the combined use of hCG and
34883360,The Dynamic Equine Embryo from Postfixation (Day 17) to the End of the Embryo Stage (Day 40).,After the cessation of equine embryo mobility (fixation) on mean
35203157,Associations between Exercise-Induced Pulmonary Hemorrhage (EIPH) and Fitness Parameters Measured by Incremental Treadmill Test in Standardbred Racehorses.,Exercise-induced pulmonary hemorrhage (EIPH) is a condition affecting up to
34824385,Large-scale DNA demethylation occurs in proliferating ovarian granulosa cells during mouse follicular development., and its association with genomic
34853198,Comparison of seven nucleic acid amplification tests for detection of Taylorella  equigenitalis.,Taylorella equigenitalis causes contagious equine metritis.
34722200,Electrochemotherapy for the treatment of cutaneous solid tumors in equids: A retrospective study.,Background: Electrochemotherapy (ECT) promotes the increased uptake of antitumor agents
34894412,Phenylbutazone pharmacokinetics in southern white rhinoceros (Ceratotherium simum simum) after oral administration.,"Southern white rhinoceros (Ceratotherium simum simum) frequently develop painful conditions,"
35341910,Comparison of Heel Movement Between two Different Glue-on Type Shoes and Nailed Shoes in Thoroughbreds.,Gluing an aluminum shoe onto equine hooves has been known
34939209,First reported case of fragile foal syndrome type 1 in the Thoroughbred caused by PLOD1 c.2032G>A., and its association with gene
35157032,Genome-wide association study and functional follow-up identifies 14q12 as a candidate risk locus for cervical cancer., and its association with chromosome
35052325,"Clinical Study on the Efficacy and Safety of Arginine Administered Orally in Association with Other Active Ingredients for the Prevention and Treatment of Sarcopenia in Patients with COVID-19-Related Pneumonia, Hospitalized in a Sub-Intensive Care Unit.",Efficacy of oral supplementation with 3 g of
35134412,A 600 years sediment record of heavy metal pollution history in the Danube Delta.,"Heavy metal pollution in the Danube Delta (in sediments, water"
35305843,World association for the advancement of veterinary parasitology (WAAVP) guideline for the evaluation of the efficacy of anthelmintics in food-producing and companion animals: general guidelines.,Efficacy of anthelmintic drugs in food-producing and companion
34521286,Flow cytometric analysis of equine bronchoalveolar lavage fluid cells in horses with and without severe equine asthma., and its association with phenotype
34530514,Evaluation of recent changes in genetic variability in Thoroughbred horses based  on microsatellite markers parentage panel in Korea., and its association with allele
35451153,A genetic investigation of equine recurrent uveitis in the Icelandic horse breed., and its association with variant
34884201,Clinical Impact of Hormone Replacement Therapy on Atrial Fibrillation in Postmenopausal Women: A Nationwide Cohort Study.,"Individuals with atrial fibrillation (AF), especially women, have an increased"
34939714,"Radiofrequency ablation and related ultrasound-guided ablation technologies for treatment of benign and malignant thyroid disease: An international multidisciplinary consensus statement of the American Head and Neck Society Endocrine Surgery Section with the Asia Pacific Society of Thyroid Surgery, Associazione Medici Endocrinologi, British Association of Endocrine and Thyroid Surgeons, European Thyroid Association, Italian Society of Endocrine Surgery Units, Korean Society of Thyroid Radiology, Latin American Thyroid Society, and Thyroid Nodules Therapies Association.",BACKGROUND: The use of ultrasound-guided ablation procedures to treat both
34543774,Vulvar squamous cell carcinoma associated with Equus caballus papillomavirus type 2 infection in a Japanese mare., and its association with variant
