PMID,Original_Title,Generated_Title
35036414,Integrated Analysis of mRNA and MicroRNA Co-expressed Network for the Differentiation of Bovine Skeletal Muscle Cells After Polyphenol Resveratrol Treatment.,Identification of differentially expressed messenger RNAs and microRNAs in the bovine myoblasts by weighted gene co-expression network analysis.
34588614,Impact of feed glyphosate residues on broiler breeder egg production and egg hatchability.,Association between feed residues of glyphosate and egg hatchability in conventional eggs.
34659257,"Immune Phenomena in Myeloid Neoplasms: An ""Egg or Chicken"" Question.","Myelodysplastic Syndromes, Chronic Myeloproliferative Neoplasms, and Bone Marrow Failure Syndroma: A Review."
34458330,The Association of Left Atrial Appendage Morphology to Atrial Fibrillation Recurrence After Radiofrequency Ablation.,Morphological feature of left atrial appendage in patients undergoing radiofrequency ablation.
34807789,Retroviral association with ovarian adenocarcinoma in laying hens.,Endogenous avian leukosis virus (ALV)-E) in laying hens as a model for ovarian adenocarcinoma in humans.
34971779,Effects of mineral additives on antibiotic resistance genes and related mechanisms during chicken manure composting.,"Association of diatomite and bentonite minerals with antibiotic resistance genes, intI1 and bacterial communities in chicken manure."
34684399,"Food Taste, Dietary Consumption, and Food Preference Perception of Changes Following Bariatric Surgery in the Saudi Population: A Cross-Sectional Study.","Changes in perception of food consumption, food allergies, and consumption in patients who underwent bariatric surgery in Saudi Arabia."
35082062,Third-generation cephalosporin (3GC) resistance and its association with Extra-intestinal pathogenic Escherichia coli (ExPEC). Focus on broiler carcasses.,Identification of Extra-intestinal Pathogenic Escherichia coli (ExPEC) genes in third-generation cephalosporin-resistant E. coli from broilers.
34827274,Molecular Characteristics and Antimicrobial Resistance of Salmonella enterica Serovar Schwarzengrund from Chicken Meat in Japan.,Molecular Characterization of Salmonella enterica serovar Schwarzengrund Isolates from Broiler Chickens from East and West Japan from 2008 to 2019.
35156546,"Serological evaluation of Newcastle disease protection among broilers at a live bird market in Kano, Northwest Nigeria, and its epidemiological significance.",Association of antibodies against Newcastle disease virus in broilers from a live bird market in Northwest Nigeria.
35256120,"Ascaridia galli and Heterakis gallinarum prevalence and genetic variance of A. galli in rural chicken from the Northern Region, Ghana.","Molecular characterization of Ascaridia galli and Heterakis spp. isolates from rural chicken in the Northern Region, Ghana."
35065879,Prevalence of markers of atrial cardiomyopathy in embolic stroke of undetermined  source: A systematic review.,Detection of atrial cardiomyopathy as a direct thromboembolic determinant in embolic stroke of undetermined source.
35057849,Dermanyssus gallinae: the long journey of the poultry red mite to become a vector.,Dermanyssus gallinae as a vector of infectious disease-causing pathogens.
34923879,Two novel InDels within the promoter of SIRT1 are associated with growth traits in chickens.,Identification of two novel InDels in the promoter of the chicken SIRT1 gene and their association with growth traits.
34597342,Dynamically expressed genes provide candidate viability biomarkers in a model coccidian.,Transcriptome analysis of maturing oocysts of Cyclospora cayetanensis reveals the long-term fate of genes involved in maturation.
34607956,Cis-acting mutation affecting GJA5 transcription is underlying the Melanotic within-feather pigmentation pattern in chickens.,Identification of a cis-acting regulatory mutation in the melanocortin-1 receptor (MC1R) locus and its association with plumage color in chickens.
34811413,Unequal burden of equal risk factors of diabetes between different gender in India: a cross-sectional analysis.,"Men and women with similar socio-economic background, dietary and smoking habits, and biological conditions are more likely to suffer from diabetes than women."
35301570,Avian leukosis virus (ALV) is highly prevalent in fancy-chicken flocks in Saxony.,"Detection of avian leukosis virus p27 in fancy-chicken flocks in Saxony, Germany."
35092237,Northeastern Conference on Avian Diseases from 1928-2021: 93 Years of Contributions to Organized Avian Medicine.,Northeastern Conference on Avian Diseases Eradication (NECAD): A History of the Association of Laboratory Workers in Bacillary White Diarrhea.
34991478,Genome-wide association study identifies SNPs for growth performance and serum indicators in Valgus-varus deformity broilers (Gallus gallus) using ddGBS sequencing.,Genome wide association study of Valgus-varus deformity in broilers.
35250914,Multi-Omics Association Reveals the Effects of Intestinal Microbiome-Host Interactions on Fat Deposition in Broilers.,"Multi-omics associations of gut microbiome, intestinal transcriptome, and host gene expression in lean and obese broilers."
35007930,Research Note: MHCY haplotype impacts Campylobacter jejuni colonization in a backcross [(Line 61 x Line N) x Line N] population.,MHCY haplotypes and their association with cecal colonization in a White Leghorn x Campylobacter jejuni population.
34581031,Genome-wide scan for selective footprints and genes related to cold tolerance in  Chantecler chickens.,Whole genome scan reveals the genetic mechanism of cold adaptation in Chantecler chicken.
34675224,Analysis of potential regulatory LncRNAs and CircRNAs in the oxidative myofiber and glycolytic myofiber of chickens.,Transcriptome analysis of the myofiber type of Chinese female Qingyuan partridge chickens.
34747677,Runs of homozygosity analysis reveals population characteristics of yellow-feathered chickens using re-sequencing data.,Genome-wide analysis of runs of homozygosity in yellow-feathered chickens.
35286234,Generation of an avian influenza DIVA vaccine with a H3-peptide replacement located at HA2 against both highly and low pathogenic H7N9 virus.,Development of a highly pathogenic H7N9 avian influenza virus with a substituted 12 peptide of H3 virus located at HA2.
34902538,Molecular epidemiological studies on avian pathogenic Escherichia coli associated with septicemia in chickens in India.,Molecular epidemiology of septicemia in chicken flocks in India.
34686130,Impact of the gut microecology on Campylobacter presence revealed by comparisons  of the gut microbiota from chickens raised on litter or in individual cages.,The impact of the gut microecology on Campylobacter colonization in the chicken gut.
34881318,A Novel Fiber-1-Edited and Highly Attenuated Recombinant Serotype 4 Fowl Adenovirus Confers Efficient Protection Against Lethal Challenge.,Recombinant hepatitis-hydropericardium syndrome FAdV4-RFP_F1 expressing the fusion protein of RFP and Fiber-1 as a live-attenuated vaccine.
35458529,Complete Genome Characterization of Reticuloendotheliosis Virus Detected in Chickens with Multiple Viral Coinfections.,Complete Genome Sequencing of Reticuloendotheliosis Virus in Brazilian Chickens with Multiple Virulent Coinfections.
35058965,circTAF8 Regulates Myoblast Development and Associated Carcass Traits in Chicken.,Association of circTAF8 polymorphisms with carcass traits in chickens.
34646299,SAP30 Gene Is a Probable Regulator of Muscle Hypertrophy in Chickens.,SAP30 gene is downregulated in C2C12 muscle cell culture and its association with morphometric traits.
34727889,Genetic variations for the eggshell crystal structure revealed by genome-wide association study in chickens.,Genome-wide association study of eggshell crystal polymorphism in hens.
35458523,A Recombinant Turkey Herpesvirus Expressing the F Protein of Newcastle Disease Virus Genotype XII Generated by NHEJ-CRISPR/Cas9 and Cre-LoxP Systems Confers Protection against Genotype XII Challenge in Chickens.,Recombinant Newcastle disease virus expressing the fusion protein of the genotype XII Newcastle Disease virus (NDV) in chickens.
33447254,A Major QTL for Resistance to Vibrio anguillarum in Rainbow Trout.,Mapping of single nucleotide polymorphisms in Vibrio anguillarum resistant rainbow trout (Oncorhynchus mykiss).
35100964,ddRAD-seq reveals the genetic structure and detects signals of selection in Italian brown trout.,Identification of signatures of selection in Italian brown trout (Oncorhynchus mykiss).
34524627,Components of metabolic syndrome associated with lower neurocognitive performance in youth with perinatally acquired HIV and youth who are HIV-exposed uninfected.,Metabolic syndrome and its components associated with neurocognitive impairment in children with perinatally acquired HIV and YPHEU.
34261942,Derivation and Validation of the Critical Bronchiolitis Score for the PICU.,Validation of a bronchiolitis-specific illness severity score that out-performs mortality-based scores in measuring expected duration of respiratory support and PICU length of stay for critically ill children.
33153561,ACR Appropriateness Criteria® Vomiting in Infants.,ACR Appropriateness Criteria®: A Systematic Approach for the Treatment of Vomiting in Infants under Three Months.
34280522,Prognostic Role of Cardiopulmonary Exercise Testing in Wild-Type Transthyretin Amyloid Cardiomyopathy Patients Treated With Tafamidis.,The prognostic value of cardiopulmonary exercise testing in patients with wild-type transthyretin cardiac amyloidosis.
34743109,Neonatal Nurses' Report of Family-Centered Care Resources and Practices.,The prevalence of family-centered care practices and resources in US neonatal units.
34642636,Vitamin K & D Deficiencies Are Independently Associated With COVID-19 Disease Severity.,Association of Vitamin K and Vitamin D with Coronavirus Disease 2019 (COVID-19).
34817400,The Impact of the COVID-19 Pandemic on Pediatric Graduate Medical Education: Lessons Learned and Pathways Forward.,Impact of the COVID-19 pandemic on pediatric graduate medical education.
35198999,Seasonal changes of electrophysiological heterogeneities in the rainbow trout ventricular myocardium.,Seasonal changes in the myocardium in rainbow trout (Oncorhynchus mykiss).
34256705,Long-term monitoring of a brown trout (Salmo trutta) population reveals kin-associated migration patterns and contributions by resident trout to the anadromous run.,Association between kinship and migration timing in brown trout (Salmo trutta) from the Guddal River.
35013769,Trabecular bone score in people with cystic fibrosis.,Association of trabecular bone score (TBS) with fractures in cystic fibrosis.
33367062,Phylogenetic association of Cyprinid (Schizothorax) inferred from complete mitochondrial genome.,Sequencing of whole mitogenome of Schizothorax species (Cyprinidae) from Swat.
35442240,Differences in Clinical Presentation of Eosinophilic Esophagitis in Pediatric Patients with Ulcerative Colitis and Crohn's Disease.,Association of Eosinophilic Esophagitis with Ulcerative Colitis and Crohn's Disease.
34471570,"Incorporating Acupuncture Into American Healthcare: Initiating a Discussion on Implementation Science, the Status of the Field, and Stakeholder Considerations.","Acupuncture as an Evidence Based Practice: A Report From the Society for Acupuncture Research, Eugene Washington Engagement Award."
33917547,Molecular Mechanisms of Maternal Diabetes Effects on Fetal and Neonatal Surfactant.,Impaired surfactant synthesis in infants of diabetic mothers with respiratory distress syndrome.
34375239,First insight in trace element distribution in the intestinal cytosol of two freshwater fish species challenged with moderate environmental contamination.,Cytosolic distribution of six essential elements and nonessential cd among biomolecules of different molecular masses in brown trout (Salmo trutta) and Prussian carp (Carassius gibelio) from the lowland Ilova River.
33573995,Measuring the impact of CFTR modulation on sweat chloride in cystic fibrosis: Rationale and design of the CHEC-SC study.,Historical and pre-modulator measurements of sweat chloride in patients with cystic fibrosis.
33373444,Genomics Links Inflammation With Neurocognitive Impairment in Children Living With Human Immunodeficiency Virus Type-1.,Identification of single-nucleotide variants associated with neurocognitive impairment in perinatally HIV-infected children.
34811963,Airway microbiome dynamics and relationship to ventilator-associated infection in intubated pediatric patients.,Changes in the airway microbiome in intubated mechanically ventilated children.
35445733,Ribosome assembly factor PNO1 is associated with progression and promotes tumorigenesis in triple‑negative breast cancer.,Functional analysis of porcine NOB1 homolog and its association with the progression of breast cancer in patients.
34442736,Comparative Genomic Analyses of Flavobacterium psychrophilum Isolates Reveals New Putative Genetic Determinants of Virulence Traits.,Genomic analysis of Flavobacterium psychrophilum isolates from Baltic Sea countries reveals novel virulence determinants.
34988649,"Effect of prior radiation on stage, differentiation, and survival in bladder cancer.",Prior radiation reduces the risk of developing bladder cancer-specific  tumors in patients with a second malignancy.
35115629,Cardiac dyspnea risk zones in the South of France identified by geo-pollution trends study.,Effects of short-term pollution on cardiac dyspnea emergency room visits in the south of France.
34004422,Early changes in neural circuit function engaged by negative emotion and modified by behavioural intervention are associated with depression and problem-solving outcomes: A report from the ENGAGE randomized controlled trial.,Effects of the negative affect circuit on depression symptoms and problem-solving ability in patients with co-occurring obesity.
34558059,Antimicrobial protein REG3A and signaling networks are predictive of stroke outcomes.,Regenerating Family Member 3 Alpha (REG3A) in the Pathogenesis of Ischemic Stroke: Implications for Clinical Outcome.
34583137,Impedance-based measures of muscle mass can be used to predict severity of hepatic steatosis in pediatric nonalcoholic fatty liver disease.,The inverse association between body composition based on bioelectrical impedance analysis and hepatic steatosis severity in children with nonalcoholic fatty liver disease.
33919455,Gait Speed as a Predictor for Diabetes Incidence in People with or at Risk of Knee Osteoarthritis: A Longitudinal Analysis from the Osteoarthritis Initiative.,Association of baseline gait speed with incident diabetes mellitus in people with or at elevated risk for knee OA.
35405344,"Transactional sex, HIV and health among young cisgender men and transgender women who have sex with men in Thailand.",Recent sex work and HIV risk factors among Thai cisgender men who have sex with men and transgender women in Thailand.
33692832,"Genetic Parameters and Genome-Wide Association Studies of Quality Traits Characterised Using Imaging Technologies in Rainbow Trout, Oncorhynchus mykiss.","Genetic parameters of growth, yield-, and quality-related traits in rainbow trout (Oncorhynchus mykiss)."
34828902,"Correlation of Mercury Occurrence with Age, Elemental Composition, and Life History in Sea-Run Food Fish from the Canadian Arctic Archipelago's Lower Northwest Passage.","Methylmercury in Arctic char (Salvelinus alpinus), lake trout (Coregonus clupeaformis, Cisco (Camelus sardinella) from the Northwest Passage of the Canadian Arctic Archipelago."
34367556,"Balancing selection, genetic drift, and human-mediated introgression interplay to shape MHC (functional) diversity in Mediterranean brown trout.",Introgression of major histocompatibility complex (MHC) gene in brown trout (Salmo trutta complex).
34101788,Platform Trials to Expedite Drug Development in Alzheimer's Disease: A Report from the EU/US CTAD Task Force.,Clinical trial platforms for Alzheimer's disease: lessons learned from the DIAN-TU platform trial and the challenges of other platforms.
35289663,Abdominal CT and MRI Findings of Portal Hypertension in Children and Adults with  Fontan Circulation.,Radiologic evidence of portal hypertension and elevated VAST score in children and adults with Fontan circulation.
33402707,Outcomes of infants with hypoxic ischemic encephalopathy and persistent pulmonary hypertension of the newborn: results from three NICHD studies.,Persistent Pulmonary Hypertension Is Associated with Death or Disability in Infants with Moderate or Severe Hypoxic Ischemic Encephalopathy.
33302601,Identification of Arctic Food Fish Species for Anthropogenic Contaminant Testing  Using Geography and Genetics.,"Identification of anthropogenic contaminants in salmonids from King William Island, Canada."
33199247,Three-Year Outcomes With a Contemporary Self-Expanding Transcatheter Valve From the Evolut PRO US Clinical Study.,Paravalvular regurgitation following transcatheter aortic valve replacement with a self-expandable Evolut PRO valve.
33946270,Interactions between Rainbow Trout Eyed Eggs and Flavobacterium spp. Using a Bath Challenge Model: Preliminary Evaluation of Bacteriophages as Pathogen Control Agents.,Short-term phage control of Flavobacterium psychrophilum in rainbow trout (Oncorhynchus mykiss).
34087760,Transcriptomic analysis reveals a Piscirickettsia salmonis-induced early inflammatory response in rainbow trout skeletal muscle.,Immunocompetence of skeletal muscle in juvenile rainbow trout (Oncorhynchus mykiss).
34246716,Why is elevation of serum cholesterol associated with exposure to perfluoroalkyl  substances (PFAS) in humans? A workshop report on potential mechanisms.,Association between serum cholesterol and perfluorooctanoic acid in humans.
34438856,RNA-Seq-Based Analysis of Cortisol-Induced Differential Gene Expression Associated with Piscirickettsia salmonis Infection in Rainbow Trout (Oncorhynchus mykiss) Myotubes.,Transcriptomic response of rainbow trout myotubes to Piscirickettsia salmonis infection.
34607936,Explanatory Diagnoses Following Hospitalization for a Brief Resolved Unexplained  Event.,No explanatory diagnosis after hospitalization for a brief resolved unexplained event in young infants: A multicenter cohort study.
33623926,Resources and Costs Associated With Repeated Admissions to PICUs.,Costs of care and hospital resource use in children with readmission requiring pICU care within 12 months of hospital index discharge.
34739432,The Impact of Unplanned Return to the Operating Room on Health-related Quality of Life at the End of Growth-friendly Surgical Treatment for Early-onset Scoliosis.,UPROR during growth-friendly surgical treatment for early-onset scoliosis is associated with worse long-term health-related quality of life.
34321259,Subcutaneous fat necrosis in an infant with hypoxic ischaemic encephalopathy stage 3: an uncommon association.,Subcutaneous fat necrosis with bilateral nephrocalcinosis in a 7-week-old boy.
34500482,Complicated Intubations are Associated with Bronchopulmonary Dysplasia in Very Low Birth Weight Infants.,Association of desaturation <60% during intubation with bronchopulmonary dysplasia and periventricular/intraventricular hemorrhage in very low birth weight infants.
35132433,Association of Maternal Tdap Recommendations With Pertussis Hospitalizations of Young Infants.,Pertussis Hospitalizations Among Young Infants in the United States: An Ecological Analysis.
34089869,Functional identification of ergothioneine transporter in rainbow trout (Oncorhynchus mykiss).,Evaluation of ergothioneine transporter (ETT) uptake from diet to the muscle of rainbow trout (Oncorhynchus mykiss).
34123562,Dermoscopic Predictors of Tumor Thickness in Cutaneous Melanoma: A Retrospective  Analysis of 245 Melanomas.,Association of dermoscopic structures with Breslow thickness in melanoma: A retrospective study.
33516179,Genomic predictions for fillet yield and firmness in rainbow trout using reduced-density SNP panels.,A 50 K transcribed-SNP chip to detect quantitative trait loci associated with fillet traits in rainbow trout (Oncorhynchus mykiss).
35339929,"Cumulative risk, infant sleep, and infant social-emotional development.","The effect of cumulative biological, psychosocial, and demographic risk and infant sleep on social-emotional functioning in 12-month-old infants."
35447632,School Closures in the United States and Severe Respiratory Illnesses in Children: A Normalized Nationwide Sample.,School closure and common admission diagnoses in the pediatric critical care unit: a 20-week prospective cohort study.
35211792,Association of early hyponatremia and the development of acute kidney injury in critically ill children.,Hyponatremia at ICU admission is associated with new or worsening acute kidney injury in critically ill children.
34568922,A candidate chromosome inversion in Arctic charr (Salvelinus alpinus) identified  by population genetic analysis techniques.,A novel structural variation in Arctic charr (Salvelinus alpinus).
35429847,Micronutrients in tinnitus: A National Health and Nutrition Examination Survey analysis.,"Low serum/blood levels of zinc, manganese, and vitamin B12 and their association with tinnitus symptoms and disruption."
34168167,Genome-scale comparative analysis for host resistance against sea lice between Atlantic salmon and rainbow trout.,Genome-Wide Association Studies Reveal Candidate Genes Associated with Sea lice Resistance in Atlantic Salmon and Rainbow Trout.
33432095,Metabarcoding profiling of microbial diversity associated with trout fish farming.,"Microbial enrichment of malodor fish products in semi-intensive aquaculture freshwater sources in Bavaria, Germany."
35119438,"2022 Society of Critical Care Medicine Clinical Practice Guidelines on Prevention and Management of Pain, Agitation, Neuromuscular Blockade, and Delirium in Critically Ill Pediatric Patients With Consideration of the ICU Environment and Early Mobility.","The Society of Critical Care Medicine Pediatric Pain, Agitation, Neuromuscular Blockade, and Delirium Guideline Taskforce."
35307535,Association between hamstring coactivation during isokinetic quadriceps strength  testing and knee cartilage worsening over 24 months.,Longitudinal associations between greater knee flexor antagonist coactivation and worsening of cartilage morphology in men with osteoarthritis.
35090002,Gut dysfunction markers are associated with body composition in youth living with perinatally acquired HIV.,The association between gut dysfunction and body fat composition in children with perinatal HIV infection (YPHIV).
33980605,Associations of Microvascular Complications With the Risk of Cardiovascular Disease in Type 1 Diabetes.,Association of microvascular complications with subsequent cardiovascular disease among patients with type 1 diabetes in the DCCT/EDIC cohort.
35368705,Whole-Genome Resequencing to Evaluate Life History Variation in Anadromous Migration of Oncorhynchus mykiss.,Identification of a region on chromosome Omy12 associated with male anadromy in Oncorhynchus mykiss.
33649353,A pilot study of cystic fibrosis exacerbation response phenotypes reveals contrasting serum and sputum iron trends.,Heterogeneous pulmonary exacerbation response phenotypes in patients with cystic fibrosis.
34183363,Accuracy of Diagnostic Codes for Identifying Brief Resolved Unexplained Events.,"Comparison of International Classification of Diseases, 10th Revision (ICD-10) coding strategies for the identification of patients with a brief resolved unexplained event."
34156159,Tracheostomy and long-term mechanical ventilation in children after veno-venous extracorporeal membrane oxygenation.,Tracheostomy placement and discharge after extracorporeal membrane oxygenation in children with acute respiratory failure.
34585212,Aducanumab: Appropriate Use Recommendations.,Aducanumab: Appropriate Use Recommendations for Treatment of Alzheimer's Disease.
34794597,ACR Appropriateness Criteria® Parathyroid Adenoma.,ACR Appropriateness Criteria® Hyperparathyroidism: Recommendations for Transplantation and Treatment.
33880928,Hepatic Steatosis in Patients With Single Ventricle and a Fontan Circulation.,Hepatic steatosis in patients with a Fontan circulation: A single-center retrospective study.
35075436,Bell's palsy following COVID-19 vaccine administration in HIV+ patient.,Bell's palsy following COVID-19 vaccination in an HIV+ patient.
34638176,Molecular insights into the role of genetic determinants of congenital hypothyroidism.,"TSHR variants in the 3'-untranslated region affect the binding affinities of thyroglobulin, thyroid peroxidase,   thyroid-stimulating hormone receptor (TSHR) genes with congenital hypothyroidism."
33756184,Involvement of different hemoprotein thiol groups of Oncorhynchus mykiss in cadmium toxicity.,The effect of cadmium cation affinity on haemoproteins in teleost fish (Oncorhynchus mykiss).
34596360,Severity of respiratory disease is correlated with time of first oral feeding and need for a gastrostomy tube at discharge in premature infants born at <30 weeks of gestation.,Respiratory status predicts postmenstrual age in neonatal intensive care units.
34228768,Prevalence of excessive screen time and its association with developmental delay  in children aged <5 years: A population-based cross-sectional study in India.,"Excessive screen time, associated sociodemographic factors, and its association with developmental delay in children."
33795482,Metric Development for the Multicenter Improving Pediatric Sepsis Outcomes (IPSO) Collaborative.,Improving Pediatric Sepsis Outcomes Using Electronic Health Record (EHR) Abstracts.
35269601,Systematic Comparison of Beetle Luciferase-Luciferin Pairs as Sources of Near-Infrared Light for In Vitro and In Vivo Applications.,Bioluminescence for Non-Invasive Animal Imaging.
33187500,Feature-driven classification reveals potential comorbid subtypes within childhood apraxia of speech.,Comorbidity subgroups within childhood apraxia of speech in children.
33768382,"Bisexual Men Living with HIV: Wellbeing, Connectedness and the Impact of Stigma.",Social support for people living with HIV: a cross-sectional survey of Australian men.
34375787,Synthesis and biological evaluation of novel coumarin derivatives in rhabdoviral  clearance.,Coumarin A9 suppresses Infectious Hematopoietic Necrosis Virus-Induced Apoptosis in Salmonid Cells.
34261866,Siamit: A Novel Academic-Tribal Health Partnership in Northwest Alaska.,"Siamit, a Native Health Organization, Provides Indigenous Health Care to Native Americans and Alaska Natives: A Strategy for 2020-2020."
33778734,mTOR Inhibitor Therapy for Tuberous Sclerosis Complex: Longitudinal Study of Muscle Mass Determined by Abdominal Cross-sectional Imaging with CT and MRI.,The effect of chronic mammalian target of rapamycin (mTOR) inhibition on skeletal muscle mass in patients with tuberous sclerosis complex.
34295335,GAS1: A New β-Glucan Immunostimulant Candidate to Increase Rainbow Trout (Oncorhynchus mykiss) Resistance to Bacterial Infections With Aeromonas salmonicida achromogenes.,Immunostimulant effects of two β-glucan types extracted from wild-type baker's yeast (Saccharomyces cerevisiae) and its null-mutant Gas1.
34315907,Association between genes regulating neural pathways for quantitative traits of speech and language disorders.,Neural-genetic influence on phonological memory and awareness in children with speech sound disorders: a genome-wide association study.
34698704,Infant Mental Health Home Visiting Mitigates Impact of Maternal Adverse Childhood Experiences on Toddler Language Competence: A Randomized Controlled Trial.,Maternal adverse childhood experiences predict child language competence: a randomized controlled trial.
35153286,Use of Vancomycin Powder in Spinal Deformity Surgery in Cerebral Palsy Patients is Associated With Proteus Surgical Site Infections.,The use of vancomycin powder alters microbiology in patients undergoing spinal deformity surgery for cerebral palsy.
33746060,In vitro evaluation of novel (nanoparticle) oral delivery systems allow selection of gut immunomodulatory formulations.,Evaluation of a Novel Silicon Nanoparticle-Based Vaccine for Oral Delivery in Aeromonas salmonicida.
35202890,Time Course of Retinopathy of Prematurity Regression and Reactivation After Treatment with Ranibizumab or Laser in the RAINBOW Trial.,Time course of retinopathy of prematurity and reactivation after treatment with intravitreal ranibizumab or laser in infants born prematurely.
35353778,The Arched Rainbow Brow in Thyroid Eye Disease.,"The Rainbow Brow, a novel clinical feature of thyroid eye disease, is associated with brow fat pad expansion."
33527498,Heterogeneous genetic basis of age at maturity in salmonid fishes.,Heterogeneous genetic basis of age at maturity in Pacific salmonids (Genus Oncorhynchus).
34970513,Results From the WAGR Syndrome Patient Registry: Characterization of WAGR Spectrum and Recommendations for Care Management.,WAGR syndrome: a new approach to improve individualized care in a patient population.
33650472,Disrupted caregiving behavior as a mediator of the relation between disrupted prenatal maternal representations and toddler social-emotional functioning.,Disrupted prenatal representations and toddler social-emotional functioning during pregnancy: a longitudinal study.
34469395,Operative Treatment of Cervical Spine Injuries Sustained in Youth Sports.,"Clinical, radiographic, and surgical characteristics of sports-related cervical spine injuries in children and adolescents."
35110590,Behavioural traits of rainbow trout and brown trout may help explain their differing invasion success and impacts.,"Dysregulated activity, boldness, aggression, and functional response to invasiveness and ecological impacts in diploid rainbow trout and brown trout (Oncorhychus mykiss)."
34808671,Pediatric Resident Perspectives on the Impact of COVID-19 on Training.,"The impact of the coronavirus disease 2019 pandemic on residential training experiences, postresidency employment plans, and attitudes and perceptions of pediatric residents."
33609959,Disability measurement in Multiple Sclerosis patients 55 years and older: What is the Expanded Disability Status Scale really telling clinicians?,"Age, comorbidities and polypharmacy on the Expanded Disability Status Scale."
34625830,Skeletal muscle mass as a marker to predict outcomes in children and young adults with cancer.,The relationship between psoas muscle area and survival in children with cancer: a retrospective study.
33204599,Fabry disease in India: A multicenter study of the clinical and mutation spectrum in 54 patients.,Clinical presentation and mutational analysis of Fabry disease in India.
34354031,Use of Vancomycin Powder in the Surgical Treatment of Early Onset Scoliosis Is Associated With Different Microbiology Cultures After Surgical Site Infection.,Vancomycin Powder Decreases the Risk of Surgical Site Infection in Early Onset Scoliosis.
33106153,Differences among families in craniofacial shape at early life-stages of Arctic charr (Salvelinus alpinus).,Flock-level variation in trophic morphology at early life-stages in Arctic charr (Salvelinus alpinus).
34448042,Relation of Magnetic Resonance Elastography to Fontan Circulatory Failure in a Cohort of Pediatric and Adult Patients.,"Elevated magnetic resonance elastography-derived liver stiffness is associated with atrioventricular valve regurgitation, portal hypertension, and poor clinical outcomes in adults with Fontan circulation."
35433825,"Application of Virtual Reality, Augmented Reality, and Mixed Reality in Endourology and Urolithiasis: An Update by YAU Endourology and Urolithiasis Working Group.",Virtual reality and mixed reality in urolithiasis: a mini-review.
34303261,Differential gene expression associated with behavioral variation in ecotypes of  Lake Superior brook trout (Salvelinus fontinalis).,"Differential expression of genes and molecular pathways in brain tissue between ""shy"" and ""bold brook trout (Salvelinus fontinalis)."
34267153,Getting Them Back in the Game: When Can Athletes With Adolescent Idiopathic Scoliosis Safely Return to Sports? A Mixed-effects Study of the Pediatric Orthopaedic Association of North America.,Postoperative return to sports after posterior spinal fusion and instrumentation for adolescent idiopathic scoliosis: A survey of patients.
34339816,Detection of selection signatures in the genome of a farmed population of anadromous rainbow trout (Oncorhynchus mykiss).,Genome-wide scan for signatures of selection in farmed rainbow trout (Oncorhynchus mykiss).
34768047,Maternal secure base scripts predict child attachment security in an at-risk sample.,Maternal secure base script knowledge predicts child attachment security in at-risk samples.
34168059,Risk Factors and Outcomes After a Brief Resolved Unexplained Event: A Multicenter Study.,Accuracy of the American Academy of Pediatrics BRUE risk criteria and event characteristics in children with brief resolved unexplained events.
33490854,A Novel Homozygous Missense Mutation in the YARS Gene: Expanding the Phenotype of YARS Multisystem Disease.,Tyrosyl-tRNA synthetase (ARS) mutations cause hyperinsulinemic hypoglycemia in a gestational age male.
33878042,Lipidome association with vascular disease and inflammation in HIV+ Ugandan children.,"Serum lipidome, immune activation, and subclinical vascular disease in children with perinatally acquired HIV."
34215158,The association between breast cancer capacity and resources with incidence and mortality in Arizona's low populous counties.,Association between rural cancer service capacity and incidence and mortality in Arizona's low populous counties: a cross-sectional study.
33274542,"Tumor Response and Symptom Palliation from RAINBOW, a Phase III Trial of Ramucirumab Plus Paclitaxel in Previously Treated Advanced Gastric Cancer.",Tumor response to ramucirumab plus paclitaxel in patients with advanced gastric or gastroesophageal junction adenocarcinoma.
33294026,Steelhead (Oncorhynchus mykiss) lineages and sexes show variable patterns of association of adult migration timing and age-at-maturity traits with two genomic regions.,Genetic variation in genomic regions associated with migration phenology and age-at-maturity in steelhead (Oncorhynchus mykiss).
34305907,Dual-Organ Transcriptomic Analysis of Rainbow Trout Infected With Ichthyophthirius multifiliis Through Co-Expression and Machine Learning.,Transcriptomic analysis of systemic responses to Ichthyophthirius multifiliis infection and its interactions with multiple organs.
34211256,Poor Sleep Hygiene is Associated with Decreased Discrimination and Inattention on Continuous Performance Task in Doctor of Physical Therapy Students: A Cross-sectional Study.,"Association between Sleep Quality, Sleep Hygiene, and Executive Function in Doctor of Physical Therapy Students."
34398926,Uptake of oral fluid-based HIV self-testing among men who have sex with men and transgender women in Thailand.,High uptake of oral fluid-based HIV self-testing among men who have sex with men and transgender women in Thailand.
33471302,Scoliosis with Chiari I malformation without associated syringomyelia.,No effect of Chiari I malformation on scoliosis progression in patients with idiopathic spp. with no syringomyelia.
35432278,Association of Gut Microbiota With Metabolism in Rainbow Trout Under Acute Heat Stress.,Changes of intestinal microbiota under acute heat stress in rainbow trout (Oncorhynchus mykiss).
35087734,Clostridioides difficile Infection Is Associated with Adverse Outcomes among Hospitalized Pediatric Patients with Acute Pancreatitis.,Clostridioides difficile infection in patients hospitalized with acute pancreatitis.
34273913,Functional characterization of novel variants in SMPD1 in Indian patients with acid sphingomyelinase deficiency.,Variations in porcine acid sphingomyelinase 1 (SMPD1) in children with Niemann-Pick Disease type A and B.
