PMID,Original_Title,Rule_Based_Title,BART_Title,Hybrid_Title,BLEU_Score
33980605,Associations of Microvascular Complications With the Risk of Cardiovascular Disease in Type 1 Diabetes.,The presence of microvascular complications was associated with,Association of microvascular complications with subsequent cardiovascular disease among patients with type 1 diabetes in the DCCT/EDIC cohort.,Association of microvascular complications with subsequent cardiovascular disease among patients with type 1 diabetes in the DCCT/EDIC cohort.,0.1920953415125867
35368705,Whole-Genome Resequencing to Evaluate Life History Variation in Anadromous Migration of Oncorhynchus mykiss., and its association with chromosome,Identification of a region on chromosome Omy12 associated with male anadromy in Oncorhynchus mykiss.,Identification of a region on chromosome Omy12 associated with male anadromy in Oncorhynchus mykiss.,0.03592143420342892
33649353,A pilot study of cystic fibrosis exacerbation response phenotypes reveals contrasting serum and sputum iron trends.,The cystic fibrosis (CF) community seeks to explain heterogeneous outcomes,Heterogeneous pulmonary exacerbation response phenotypes in patients with cystic fibrosis.,Heterogeneous pulmonary exacerbation response phenotypes in patients with cystic fibrosis.,0.061601058318512945
34183363,Accuracy of Diagnostic Codes for Identifying Brief Resolved Unexplained Events.,Patients with a brief resolved unexplained event (brue),"Comparison of International Classification of Diseases, 10th Revision (ICD-10) coding strategies for the identification of patients with a brief resolved unexplained event.","Comparison of International Classification of Diseases, 10th Revision (ICD-10) coding strategies for the identification of patients with a brief resolved unexplained event.",0.048853266442119264
34156159,Tracheostomy and long-term mechanical ventilation in children after veno-venous extracorporeal membrane oxygenation.,Incidence of tracheostomy placement and of new requirement,Tracheostomy placement and discharge after extracorporeal membrane oxygenation in children with acute respiratory failure.,Tracheostomy placement and discharge after extracorporeal membrane oxygenation in children with acute respiratory failure.,0.04913270548144422
34585212,Aducanumab: Appropriate Use Recommendations.,Aducanumab has been approved by the US Food and Drug,Aducanumab: Appropriate Use Recommendations for Treatment of Alzheimer's Disease.,Aducanumab: Appropriate Use Recommendations for Treatment of Alzheimer's Disease.,0.11868405219520975
34794597,ACR Appropriateness Criteria® Parathyroid Adenoma.,Hyperparathyroidism is defined as excessive parathyroid hormone production.,ACR Appropriateness Criteria® Hyperparathyroidism: Recommendations for Transplantation and Treatment.,ACR Appropriateness Criteria® Hyperparathyroidism: Recommendations for Transplantation and Treatment.,0.11868405219520975
33880928,Hepatic Steatosis in Patients With Single Ventricle and a Fontan Circulation.,"Background Hepatic steatosis, caused by nonalcoholic fatty liver disease, is",Hepatic steatosis in patients with a Fontan circulation: A single-center retrospective study.,Hepatic steatosis in patients with a Fontan circulation: A single-center retrospective study.,0.3646285861936467
35075436,Bell's palsy following COVID-19 vaccine administration in HIV+ patient.,PURPOSE: COVID-19 immunizations are novel and there is widespread public,Bell's palsy following COVID-19 vaccination in an HIV+ patient.,Bell's palsy following COVID-19 vaccination in an HIV+ patient.,0.36889397323344053
34638176,Molecular insights into the role of genetic determinants of congenital hypothyroidism., and its association with variant,"TSHR variants in the 3'-untranslated region affect the binding affinities of thyroglobulin, thyroid peroxidase,   thyroid-stimulating hormone receptor (TSHR) genes with congenital hypothyroidism.","TSHR variants in the 3'-untranslated region affect the binding affinities of thyroglobulin, thyroid peroxidase, and thyroglipulin genes with congenital hypothyroidism.",0.024218026052883736
33756184,Involvement of different hemoprotein thiol groups of Oncorhynchus mykiss in cadmium toxicity., and its association with protein,The effect of cadmium cation affinity on haemoproteins in teleost fish (Oncorhynchus mykiss).,The effect of cadmium cation affinity on haemoproteins and haemoglobins in teleost fish (Oncorhynchus mykiss).,0.017395797375642234
34596360,Severity of respiratory disease is correlated with time of first oral feeding and need for a gastrostomy tube at discharge in premature infants born at <30 weeks of gestation.,BACKGROUND: Premature infants who cannot achieve full oral feeds may,Respiratory status predicts postmenstrual age in neonatal intensive care units.,Respiratory status predicts postmenstrual age in neonatal intensive care units.,0.0037539661238538305
34228768,Prevalence of excessive screen time and its association with developmental delay  in children aged <5 years: A population-based cross-sectional study in India.,The global growth of electronic media usage among children has,"Excessive screen time, associated sociodemographic factors, and its association with developmental delay in children.","Excessive screen time, associated sociodemographic factors, and its association with developmental delay in children.",0.27024833759057043
33795482,Metric Development for the Multicenter Improving Pediatric Sepsis Outcomes (IPSO) Collaborative.,"BACKGROUND: A 56 US hospital collaborative, Improving Pediatric Sepsis Outcomes,",Improving Pediatric Sepsis Outcomes Using Electronic Health Record (EHR) Abstracts.,Improving Pediatric Sepsis Outcomes Using Electronic Health Record (EHR) Abstracts.,0.23769263662838702
35269601,Systematic Comparison of Beetle Luciferase-Luciferin Pairs as Sources of Near-Infrared Light for In Vitro and In Vivo Applications., and its association with variant,Bioluminescence for Non-Invasive Animal Imaging.,Bioluminescence for Non-Invasive Animal Imaging: A Systematic Comparison of Bioluminecence Variants and Synthetic Substrates.,0.0603607368161447
33187500,Feature-driven classification reveals potential comorbid subtypes within childhood apraxia of speech.,BACKGROUND: Childhood apraxia of speech (CAS) is a neurodevelopmental disorder,Comorbidity subgroups within childhood apraxia of speech in children.,Comorbidity subgroups within childhood apraxia of speech in children.,0.23899976771375064
33768382,"Bisexual Men Living with HIV: Wellbeing, Connectedness and the Impact of Stigma.",Social research with people living with HIV (PLHIV) rarely distinguishes,Social support for people living with HIV: a cross-sectional survey of Australian men.,Social support for people living with HIV: a cross-sectional survey of Australian men.,0.08263103182212594
34375787,Synthesis and biological evaluation of novel coumarin derivatives in rhabdoviral  clearance., and its association with gene,Coumarin A9 suppresses Infectious Hematopoietic Necrosis Virus-Induced Apoptosis in Salmonid Cells.,Coumarin A9 suppresses Infectious Hematopoietic Necrosis Virus-Induced Apoptosis in Salmonid Cells.,0.022416933501922302
34261866,Siamit: A Novel Academic-Tribal Health Partnership in Northwest Alaska.,PROBLEM: American Indians and Alaska Natives hold a state-conferred right,"Siamit, a Native Health Organization, Provides Indigenous Health Care to Native Americans and Alaska Natives: A Strategy for 2020-2020.","Siamit, a Native Health Organization, Provides Indigenous Health Care to Native Americans and Alaska Natives: A Strategy for 2020-2020.",0.012109013026441871
33778734,mTOR Inhibitor Therapy for Tuberous Sclerosis Complex: Longitudinal Study of Muscle Mass Determined by Abdominal Cross-sectional Imaging with CT and MRI.,Effect of chronic mammalian target of rapamycin (mtor),The effect of chronic mammalian target of rapamycin (mTOR) inhibition on skeletal muscle mass in patients with tuberous sclerosis complex.,The effect of chronic mammalian target of rapamycin (mTOR) inhibition on skeletal muscle mass in patients with tuberous sclerosis complex.,0.030318264092943657
34295335,GAS1: A New β-Glucan Immunostimulant Candidate to Increase Rainbow Trout (Oncorhynchus mykiss) Resistance to Bacterial Infections With Aeromonas salmonicida achromogenes.,β-glucans are prebiotic and/or food additives used by the aquaculture,Immunostimulant effects of two β-glucan types extracted from wild-type baker's yeast (Saccharomyces cerevisiae) and its null-mutant Gas1.,Immunostimulant effects of two β-glucan types extracted from wild-type baker's yeast (Saccharomyces cerevisiae) and its null-mutant Gas1.,0.011466219374216899
34315907,Association between genes regulating neural pathways for quantitative traits of speech and language disorders., and its association with genetic,Neural-genetic influence on phonological memory and awareness in children with speech sound disorders: a genome-wide association study.,Neural-genetic influence on phonological memory and awareness in children with speech sound disorders.,0.01893405895135384
34698704,Infant Mental Health Home Visiting Mitigates Impact of Maternal Adverse Childhood Experiences on Toddler Language Competence: A Randomized Controlled Trial.,OBJECTIVE: The goal of this study was to test the,Maternal adverse childhood experiences predict child language competence: a randomized controlled trial.,Maternal adverse childhood experiences predict child language competence: a randomized controlled trial.,0.3255303929284704
35153286,Use of Vancomycin Powder in Spinal Deformity Surgery in Cerebral Palsy Patients is Associated With Proteus Surgical Site Infections.,PURPOSE: Surgical site infection (SSI) rates in pediatric spinal deformity,The use of vancomycin powder alters microbiology in patients undergoing spinal deformity surgery for cerebral palsy.,The use of vancomycin powder alters microbiology in patients undergoing spinal deformity surgery for cerebral palsy.,0.20068824817478453
33746060,In vitro evaluation of novel (nanoparticle) oral delivery systems allow selection of gut immunomodulatory formulations.,Oral delivery is the most convenient way to vaccinate cultured,Evaluation of a Novel Silicon Nanoparticle-Based Vaccine for Oral Delivery in Aeromonas salmonicida.,Evaluation of a Novel Silicon Nanoparticle-Based Vaccine for Oral Delivery in Aeromonas salmonicida.,0.044091152900481774
35202890,Time Course of Retinopathy of Prematurity Regression and Reactivation After Treatment with Ranibizumab or Laser in the RAINBOW Trial.,Time course of retinopathy of prematurity (rop) regression,Time course of retinopathy of prematurity and reactivation after treatment with intravitreal ranibizumab or laser in infants born prematurely.,Time course of retinopathy of prematurity and reactivation after treatment with intravitreal ranibizumab or laser in infants born prematurely.,0.5685488870277223
35353778,The Arched Rainbow Brow in Thyroid Eye Disease.,PURPOSE: To morphologically describe and mathematically quantify a novel clinical,"The Rainbow Brow, a novel clinical feature of thyroid eye disease, is associated with brow fat pad expansion.","The Rainbow Brow, a novel clinical feature of thyroid eye disease, is associated with brow fat pad expansion.",0.02872495348091206
33527498,Heterogeneous genetic basis of age at maturity in salmonid fishes., and its association with trait,Heterogeneous genetic basis of age at maturity in Pacific salmonids (Genus Oncorhynchus).,Heterogeneous genetic basis of age at maturity in Pacific salmonids (Genus Oncorhynchus).,0.6132297420585351
34970513,Results From the WAGR Syndrome Patient Registry: Characterization of WAGR Spectrum and Recommendations for Care Management., and its association with phenotype,WAGR syndrome: a new approach to improve individualized care in a patient population.,"WAGR syndrome: a novel, non-Classical, and non-classical study.",0.012151662434083681
33650472,Disrupted caregiving behavior as a mediator of the relation between disrupted prenatal maternal representations and toddler social-emotional functioning.,Maternal representations of the child during pregnancy guides,Disrupted prenatal representations and toddler social-emotional functioning during pregnancy: a longitudinal study.,Disrupted prenatal representations and toddler social-emotional functioning during pregnancy: a longitudinal study.,0.15892625719934908
34469395,Operative Treatment of Cervical Spine Injuries Sustained in Youth Sports.,BACKGROUND: Little data exists on surgical outcomes of sports-related cervical,"Clinical, radiographic, and surgical characteristics of sports-related cervical spine injuries in children and adolescents.","Clinical, radiographic, and surgical characteristics of sports-related cervical spine injuries in children and adolescents.",0.08032276872815308
35110590,Behavioural traits of rainbow trout and brown trout may help explain their differing invasion success and impacts., and its association with genetic,"Dysregulated activity, boldness, aggression, and functional response to invasiveness and ecological impacts in diploid rainbow trout and brown trout (Oncorhychus mykiss).","Dysregulated activity, boldness, aggression, and functional response in diploid and triploid brown trout.",0.015032178405940613
34808671,Pediatric Resident Perspectives on the Impact of COVID-19 on Training.,"OBJECTIVES: At the onset of the coronavirus disease 2019 pandemic,","The impact of the coronavirus disease 2019 pandemic on residential training experiences, postresidency employment plans, and attitudes and perceptions of pediatric residents.","The impact of the coronavirus disease 2019 pandemic on residential training experiences, postresidency employment plans, and attitudes and perceptions of pediatric residents.",0.048853266442119264
33609959,Disability measurement in Multiple Sclerosis patients 55 years and older: What is the Expanded Disability Status Scale really telling clinicians?,BACKGROUND: The Expanded Disability Status Scale (EDSS) measures disease progression,"Age, comorbidities and polypharmacy on the Expanded Disability Status Scale.","Age, comorbidities and polypharmacy on the Expanded Disability Status Scale.",0.10218289380194193
34625830,Skeletal muscle mass as a marker to predict outcomes in children and young adults with cancer., and its association with marker,The relationship between psoas muscle area and survival in children with cancer: a retrospective study.,"Association of psoas muscle area with survival, disease free survival, and number of days neutropenic in children with cancer.",0.03370129264673146
33204599,Fabry disease in India: A multicenter study of the clinical and mutation spectrum in 54 patients., and its association with genotype,Clinical presentation and mutational analysis of Fabry disease in India.,Clinical presentation and mutational analysis of Fabry disease in India.,0.06817277747550336
34354031,Use of Vancomycin Powder in the Surgical Treatment of Early Onset Scoliosis Is Associated With Different Microbiology Cultures After Surgical Site Infection.,BACKGROUND: The use of vancomycin powder has been shown to,Vancomycin Powder Decreases the Risk of Surgical Site Infection in Early Onset Scoliosis.,Vancomycin Powder Decreases the Risk of Surgical Site Infection in Early Onset Scoliosis.,0.031517097092144446
33106153,Differences among families in craniofacial shape at early life-stages of Arctic charr (Salvelinus alpinus)., and its association with gene,Flock-level variation in trophic morphology at early life-stages in Arctic charr (Salvelinus alpinus).,Flock-level variation in trophic morphology at early life-stages in Arctic charr (Salvelinus alpinus).,0.267768029597763
34448042,Relation of Magnetic Resonance Elastography to Fontan Circulatory Failure in a Cohort of Pediatric and Adult Patients.,Elevated magnetic resonance elastography (MRE)-derived liver stiffness may be associated,"Elevated magnetic resonance elastography-derived liver stiffness is associated with atrioventricular valve regurgitation, portal hypertension, and poor clinical outcomes in adults with Fontan circulation.","Elevated magnetic resonance elastography-derived liver stiffness is associated with atrioventricular valve regurgitation, portal hypertension, and poor clinical outcomes in adults with Fontan circulation.",0.022023814946586635
35433825,"Application of Virtual Reality, Augmented Reality, and Mixed Reality in Endourology and Urolithiasis: An Update by YAU Endourology and Urolithiasis Working Group.","The integration of virtual reality (VR), augmented reality (AR), and",Virtual reality and mixed reality in urolithiasis: a mini-review.,"Virtual reality, augmented reality, and mixed reality in urolithiasis: a mini-review.",0.2571222582445427
34303261,Differential gene expression associated with behavioral variation in ecotypes of  Lake Superior brook trout (Salvelinus fontinalis)., and its association with allele,"Differential expression of genes and molecular pathways in brain tissue between ""shy"" and ""bold brook trout (Salvelinus fontinalis).","Differential expression of genes and molecular pathways in brain tissue between ""shy"" and ""bold brook trout (Salvelinus fontinalis).",0.15989214998944032
34267153,Getting Them Back in the Game: When Can Athletes With Adolescent Idiopathic Scoliosis Safely Return to Sports? A Mixed-effects Study of the Pediatric Orthopaedic Association of North America.,BACKGROUND: Despite the relative frequency of posterior spinal fusion (PSF),Postoperative return to sports after posterior spinal fusion and instrumentation for adolescent idiopathic scoliosis: A survey of patients.,Postoperative return to sports after posterior spinal fusion and instrumentation for adolescent idiopathic scoliosis: A survey of patients.,0.020513389782559215
34339816,Detection of selection signatures in the genome of a farmed population of anadromous rainbow trout (Oncorhynchus mykiss)., and its association with genetic,Genome-wide scan for signatures of selection in farmed rainbow trout (Oncorhynchus mykiss).,Genome-wide scan for signatures of selection in farmed rainbow trout (Oncorhynchus mykiss).,0.18393864369872084
34768047,Maternal secure base scripts predict child attachment security in an at-risk sample.,"Accumulating evidence indicates that individuals possess attachment, or secure base,",Maternal secure base script knowledge predicts child attachment security in at-risk samples.,Maternal secure base script knowledge predicts child attachment security in at-risk samples.,0.317023313852343
34168059,Risk Factors and Outcomes After a Brief Resolved Unexplained Event: A Multicenter Study.,BACKGROUND: The accuracy of the risk criteria for brief resolved,Accuracy of the American Academy of Pediatrics BRUE risk criteria and event characteristics in children with brief resolved unexplained events.,Accuracy of the American Academy of Pediatrics BRUE risk criteria and event characteristics in children with brief resolved unexplained events.,0.05415315253510895
33490854,A Novel Homozygous Missense Mutation in the YARS Gene: Expanding the Phenotype of YARS Multisystem Disease., and its association with variant,Tyrosyl-tRNA synthetase (ARS) mutations cause hyperinsulinemic hypoglycemia in a gestational age male.,Tyrosyl-tRNA synthetase (ARS) mutations cause hyperinsulinemic hypoglycemia in a gestational age male.,0.0145140482149807
33878042,Lipidome association with vascular disease and inflammation in HIV+ Ugandan children., and its association with marker,"Serum lipidome, immune activation, and subclinical vascular disease in children with perinatally acquired HIV.","Serum lipidome, immune activation, and subclinical vascular disease in children with perinatally acquired HIV.",0.03798229226827674
34215158,The association between breast cancer capacity and resources with incidence and mortality in Arizona's low populous counties.,"INTRODUCTION: While cancer deaths have decreased nationally, declines have been",Association between rural cancer service capacity and incidence and mortality in Arizona's low populous counties: a cross-sectional study.,Association between rural cancer service capacity and incidence and mortality in Arizona's low populous counties: a cross-sectional study.,0.40210746908120054
33274542,"Tumor Response and Symptom Palliation from RAINBOW, a Phase III Trial of Ramucirumab Plus Paclitaxel in Previously Treated Advanced Gastric Cancer.","BACKGROUND: In the intent-to-treat (ITT) population of the RAINBOW study,",Tumor response to ramucirumab plus paclitaxel in patients with advanced gastric or gastroesophageal junction adenocarcinoma.,Tumor response to ramucirumab plus paclitaxel in patients with advanced gastric or gastroesophageal junction adenocarcinoma.,0.14901113775104888
33294026,Steelhead (Oncorhynchus mykiss) lineages and sexes show variable patterns of association of adult migration timing and age-at-maturity traits with two genomic regions., and its association with chromosome,Genetic variation in genomic regions associated with migration phenology and age-at-maturity in steelhead (Oncorhynchus mykiss).,Genetic variation in genomic regions associated with migration phenology and age-at-maturity in steelhead (Oncorhynchus mykiss).,0.02851184211358665
34305907,Dual-Organ Transcriptomic Analysis of Rainbow Trout Infected With Ichthyophthirius multifiliis Through Co-Expression and Machine Learning., and its association with protein,Transcriptomic analysis of systemic responses to Ichthyophthirius multifiliis infection and its interactions with multiple organs.,Transcriptomic analysis of systemic responses to Ichthyophthirius multifiliis infection and its interactions with multiple organs.,0.08947853200770763
34211256,Poor Sleep Hygiene is Associated with Decreased Discrimination and Inattention on Continuous Performance Task in Doctor of Physical Therapy Students: A Cross-sectional Study.,"INTRODUCTION: Reduced sleep quality impairs learning, memory formation, attention, and","Association between Sleep Quality, Sleep Hygiene, and Executive Function in Doctor of Physical Therapy Students.","Association between Sleep Quality, Sleep Hygiene, and Executive Function in Doctor of Physical Therapy Students.",0.15698842178049902
34398926,Uptake of oral fluid-based HIV self-testing among men who have sex with men and transgender women in Thailand.,BACKGROUND: Suboptimal uptake of HIV testing remains a primary bottleneck,High uptake of oral fluid-based HIV self-testing among men who have sex with men and transgender women in Thailand.,High uptake of oral fluid-based HIV self-testing among men who have sex with men and transgender women in Thailand.,0.9426151476815119
33471302,Scoliosis with Chiari I malformation without associated syringomyelia.,PURPOSE: Many patients with presumed idiopathic scoliosis are found to,No effect of Chiari I malformation on scoliosis progression in patients with idiopathic spp. with no syringomyelia.,No effect of Chiari I malformation on scoliosis progression in patients with idiopathic scolia with no syringomyelia.,0.06770149544242768
35432278,Association of Gut Microbiota With Metabolism in Rainbow Trout Under Acute Heat Stress., and its association with gene,Changes of intestinal microbiota under acute heat stress in rainbow trout (Oncorhynchus mykiss).,Changes of intestinal microbiota under acute heat stress in rainbow trout (Oncorhynchus mykiss).,0.13896827689588265
35087734,Clostridioides difficile Infection Is Associated with Adverse Outcomes among Hospitalized Pediatric Patients with Acute Pancreatitis.,PURPOSE: Studies in adults have shown an increasing incidence of,Clostridioides difficile infection in patients hospitalized with acute pancreatitis.,Clostridioides difficile infection in patients hospitalized with acute pancreatitis.,0.1101209355072482
34273913,Functional characterization of novel variants in SMPD1 in Indian patients with acid sphingomyelinase deficiency., and its association with variant,Variations in porcine acid sphingomyelinase 1 (SMPD1) in children with Niemann-Pick Disease type A and B.,Variations in porcine acid sphingomyelinase 1 (SMPD1) in children with Niemann-Pick Disease type A and B.,0.032709344708772174
33811050,Cross-sectional study evaluating the association between integrated care and health-related quality of life (HRQOL) in Dutch primary care.,Association between integrated care and health-related quality of,Integrated care and health-related quality of life in a primary care practice population: a cross-sectional study.,Integrated care and health-related quality of life in a primary care practice population: a cross-sectional study.,0.35928397241636345
35268179,"High Polymorphism in the Dmrt2a Gene Is Incompletely Sex-Linked in Spotted Scat,  Scatophagus argus.", and its association with chromosome,Sequencing and expression analysis of Dmrt2a and its paralog (mrrt3△-Y) genes in the spotted scat.,Sequencing and expression analysis of Dmrt2a and 2b transcripts in the spotted scat (Gallus gallus).,0.033241378434410024
32539165,Moving Beyond p < 0.05 in Ecotoxicology: A Guide for Practitioners.,Statistical inferences play a critical role in ecotoxicology.,The use of null hypothesis significance testing in ecotoxicology.,The use of null hypothesis significance testing in ecotoxicology.,0.019201920550239778
33791570,Multiple Degrees of Freedom in the Fish Skull and Their Relation to Hydraulic Transport of Prey in Channel Catfish.,Fish perform many complex manipulation behaviors without hands or flexible,Validation of a 3D mechanical linkage model of the catfish skull.,Validation of a 3D mechanical linkage model of the catfish skull.,0.011988048353388247
34650438,Genistein Inhibits the Pathogenesis of Aeromonas hydrophila by Disrupting Quorum  Sensing Mediated Biofilm Formation and Aerolysin Production., and its association with gene,"Genistein, without anti-Aeromonas hydrophila activity, reduces the production of aerolysin and reduces biofilm formation in channel catfish.","Genistein, without anti-Aeromonas hydrophila activity, reduces the production of aerolysin and reduces biofilm formation in channel catfish.",0.033271889139709514
32771347,The coordinated outcome of STIM1-Orai1 and superoxide signalling is crucial for headkidney macrophage apoptosis and clearance of Mycobacterium fortuitum., and its association with protein,TLR-2-mediated internalization of headkidney macrophage from Clarias gariepinus.,TLR-2-mediated internalization of headkidney macrophage from Clarias gariepinus.,0.01643607372436358
34636005,Hepatic nodular alterations in wild fish from a hyper-eutrophic freshwater system with cyanobacterial blooms: a species and seasonal comparison.,This paper reports on the seasonal and species comparison of,Seasonal and species comparison of hepatic nodular alterations in Clarias gariepinus and Oreochromis mossambicus from the hyper-eutrophic Roodeplaat Dam in South Africa.,Seasonal and species comparison of hepatic nodular alterations in Clarias gariepinus and Oreochromis mossambicus from the hyper-eutrophic Roodeplaat Dam in South Africa.,0.1324317283199537
33537518,Genetic Variability Comparison of Wild and Cultured Far Eastern Catfish (Silurus  asotus) of Korea using Microsatellite Marker., and its association with genetic,Genetic diversity and association of wild and cultured catfish (Silurus asotus) in Korea.,Genetic diversity and association of wild and cultured catfish (Silurus asotus) in Korea.,0.21258710573693182
33285164,"Immunogenicity study of OmpU subunit vaccine against Vibrio mimicus in yellow catfish, Pelteobagrus fulvidraco.", and its association with protein,Recombinant outer membrane protein U (OmpU) of Vibrio mimicus in yellow catfish (Oncorhynchus mykiss).,Recombinant outer membrane protein U (OmpU) of Vibrio mimicus in yellow catfish (Oncorhynchus mykiss).,0.18798317647335086
33552125,Comparative Transcriptome Analysis During the Seven Developmental Stages of Channel Catfish (Ictalurus punctatus) and Tra Catfish (Pangasianodon hypophthalmus) Provides Novel Insights for Terrestrial Adaptation., and its association with gene,Transitions in catfish (Pangasianodon hypophthalmus) and their association with air-breathing ability.,Transitions in catfish (Pangasianodon hypophthalmus) and their association with air-breathing ability.,0.03074921877175735
35291838,"Identification of sex chromosome and sex-determining gene of southern catfish (Silurus meridionalis) based on XX, XY and YY genome sequencing.", and its association with chromosome,Generation of a high-contiguity chromosome-level genome assembly of amhr2 as the sex-determining gene in a catfish (Silurus meridionalis).,Generation of a high-contiguity chromosome-level genome assembly of a southern catfish (Silurus meridionalis).,0.05337220135043549
33680422,"Management Practices, Farmers' Knowledge of Diseased Fish, and Their Occurrence in Fish Farms in Nyeri County, Kenya.","In this study, fish farmers' management practices, occurrence, and knowledge","Fish farmers' management practices, occurrence, and knowledge of fish diseases in Nyeri County, Kenya.","Fish farmers' management practices, occurrence, and knowledge of fish diseases in Nyeri County, Kenya.",0.20995379941524017
33366454,"The first complete mitochondrial genome sequence of the korean endemic catfish Silurus microdorsalis (Actinopteri, Siluriformes, Siluridae).", and its association with protein,Complete mitochondrial genome sequence of Silurus microdorsalis (Silurus glanis).,Complete mitochondrial genome sequence of Silurus microdorsalis (Silurus glanis).,0.2358439717106177
33275944,Phylogenetic reconstruction of early diverging tapeworms (Cestoda: Caryophyllidea) reveals ancient radiations in vertebrate hosts and biogeographic  regions., and its association with gene,Molecular phylogenetic analysis of the genus Caryophyllidea reveals a clade that parasitises African cichlids in Australia.,Molecular phylogenetic analysis of the genus Caryophyllidea reveals a clade that parasitises African cichlids.,0.015172455787008748
33829356,"Cloning, characterization, and transcriptional activity of β-actin promoter of African catfish (Clarias gariepinus).",Study of  in chicken,Molecular characterization and expression analysis of the β-actinP promoter of African catfish (Clarias gariepinus).,Molecular characterization and expression analysis of the β-actinP promoter of African catfish (Clarias gariepinus).,0.3759663529467017
35166964,Allelically and Differentially Expressed Genes After Infection of Edwardsiella ictaluri in Channel Catfish as Determined by Bulk Segregant RNA-Seq., and its association with genetic,Identification of quantitative trait loci for resistance to enteric septicemia in catfish.,Identification of quantitative trait loci for resistance to enteric septicemia in catfish.,0.011303552115363096
32649095,Treatment of an Abscess of the Leg in a Febrile Child After Incidental Trauma from the Barb of a Freshwater Fish: A Case Report.,CASE: A 9-year-old boy suffered incidental trauma to the anterolateral,"A case report of incidental trauma to the anterolateral leg of a freshwater fish, Edwardsiella tarda.",A case report of incidental trauma to the anterolateral leg of a freshwater fish.,0.05560877444479735
34607243,"Effects of moderate exercise on hepatic amino acid and fatty acid composition, liver transcriptome, and intestinal microbiota in channel catfish (Ictalurus punctatus).", and its association with gene,Long-Term Exercise Alters Hepatic Metabolic Pathways and Intestinal Microbiota in Channel Catfish (Ictalurus punctatus).,Long-Term Exercise Alters Hepatic Metabolic Pathways and Intestinal Microbiota in Channel Catfish (Ictalurus punctatus).,0.3070613949260528
33028208,A high-density SNP-based genetic map and several economic traits-related loci in  Pelteobagrus vachelli., and its association with allele,Construction of a high-density genetic linkage map for Pelteobagrus vachelli.,Construction of a high-density genetic linkage map for Pelteobagrus vachelli.,0.0517486867320884
33474020,"The complete mitochondrial genome sequence of Liobagrus mediadiposalis (Teleostei, Siluriformes, Amblycipitidae).", and its association with protein,"Molecular characterization of the south torrent catfish Liobagrus mediadiposalis (Teleostei, Siluriformes, Amblycipitidae).","Molecular characterization of the south torrent catfish Liobagrus mediadiposalis (Teleostei, Siluriformes, Amblycipitidae).",0.3448444257953326
35049086,"Diversity, host specificity and biogeography in the Cladocorynidae (Hydrozoa, Capitata), with description of a new genus.", and its association with genetic,Molecular and morphological characterization of Cladocorynidae krempfi from the Indo-Pacific and Caribbean.,Molecular and morphological characterization of Cladocorynidae krempfi from the Indo-Pacific and Caribbean.,0.01726020940474759
34802624,Potential Impacts of Body Image Perception in Female Equestrians.,Female body image (BI) has been investigated in many sports,"Female body image, rider perceptions of judge and coach bias and effect of breast size on subjective judging in equestrianism.","Female body image, rider perceptions of judge and coach bias and effect of breast size on subjective judging in equestrianism.",0.013618796864073041
34894442,In vitro motions of the medial and lateral proximal sesamoid bones under mid-stance load conditions are consistent with racehorse fracture configurations.,Proximal sesamoid bone (PSB) fractures in racehorses are likely fatigue,Molecular characterization of proximal sesamoid bone in Thoroughbred racehorses.,Molecular characterization of proximal sesamoid bone in Thoroughbred racehorses.,0.015896819457654223
35257378,Professional stereotypes among specialties and fields of work within the veterinary community.,Method of  in animal,Detection of specialty-specific stereotypes in the UK veterinary community.,Detection of specialty-specific stereotypes in the UK veterinary community.,0.045691164532331116
34578268,Prevalence of Nasal Shedding of Equid Gammaherpesviruses in Healthy Swiss Horses.,Equid Gamma herpesvirus (eGHV) infections have been reported worldwide and,Equid Gamma Herpesvirus (eGHV) shedding in healthy Swiss horses and their association with clinical signs.,Equid Gamma Herpesvirus (eGHV) shedding in healthy Swiss horses and their association with clinical signs.,0.07432998184513635
35136578,"Risk factors, hematological and biochemical profile associated with colic in Delman horses in Gresik, Indonesia.",Background: Horses are herd animals that have been domesticated in,"Risk factors and hematological profiles of horses with colic in Gresik, East Java, Indonesia.","Risk factors and hematological profiles of horses with colic in Gresik, East Java, Indonesia.",0.09586466894229703
34945242,"The Association between Bisphenol A, Steroid Hormones, and Selected MicroRNAs Levels in Seminal Plasma of Men with Infertility.","Bisphenol A (BPA), the most common endocrine-disrupting chemical, has been","Bisphenol A, a potential endocrine-disrupting chemical, affects semen quality in azoospermic men.","Bisphenol A, a potential endocrine-disrupting chemical, affects semen quality in azoospermic men.",0.02417847818858558
34944194,"Association of Equine Herpesvirus 5 with Mild Respiratory Disease in a Survey of  EHV1, -2, -4 and -5 in 407 Australian Horses.",Equine herpesviruses (EHVs) are common respiratory pathogens in horses; whilst,"Prevalence and clinical signs of equine herpes virus 5 infection in horses in Victoria, Australia.","Prevalence and clinical signs of equine herpes virus 5 infection in horses in Victoria, Australia.",0.023069122813333447
35264835,"Relationship between Osteoporosis, Multiple Fractures, and Egg Intake in Healthy  Elderly.",Association between consumption of specific food and whole-body,The association between whole-body bone mineral density and bone density in the elderly.,The association between whole-body bone mineral density and bone density in the elderly.,0.021972813874997166
